"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevant Excerpt","Abstract"
"The forest batis, Batis mixta, is two species: description of a new, narrowly distributed Batis species in the Eastern Arc biodiversity hotspot","https://scispace.com/paper/fjeldsa-et-al-2006-the-forest-batis-batis-mixta-is-two-lud7aams","2006","","J Ornithol","Jon Fjeldså
Rauri C. K. Bowie
Jacob Kiure","10.1007/s10336-006-0082-4","https://scispace.com/records/fjeldsa-et-al-2006-the-forest-batis-batis-mixta-is-two-lud7aams","1. Discussion:
 The Eastern Arc Mountains and adjacent coastal zone are under a constant climatic influence from the Indian Ocean  and seem to be a centre of diversification, or ''species pump'', as populations of different phylogenetic ages could persist in suitable places, and could eventually disperse and enrich the regional biota .","The forest batis, Batis mixta, is a common bird of the forests of the Eastern Arc Mountains of Tanzania and in some adjacent montane and coastal forests. Through new collecting efforts in most of this range we documented a well-marked change in morphology in the middle of the range. Supplementary genetic studies of the historical population structure suggest connectivity among the south-western and northern/coastal populations, but not between these parapatric groups. It is concluded that two species are involved, and a new name B. crypta is proposed for the south-western populations. A marked genetic break also exists towards B. capensis sola in northern Malawi. The morphologically distinctive form reichenowi in south-eastern Tanzania is genetically nested within B. mixta, and for now we keep it as a subspecies of B. mixta."
"Biogeographic patterns of the East African coastal forest vertebrate fauna","https://scispace.com/paper/azeria-et-al-2007-biogeographic-patterns-of-the-east-african-cka7zndd","2007","","Biodiversity and Conservation","Ermias T. Azeria
Isabel Sanmartín
Stefan Ås
Allan Carlson
Neil Burgess","10.1007/s10531-006-9022-0","https://scispace.com/records/azeria-et-al-2007-biogeographic-patterns-of-the-east-african-cka7zndd","1. Conclusions:
 The East African coastal forests have been described as a diverse and heterogeneous forest ecosystem. Both current and historic factors have had a profound effect on the distribution of species ).

2. Title: Biogeographic patterns of the East African coastal forest vertebrate fauna

3. Conclusions:
 Finally, the variation in biogeographical patterns across taxonomic and habitat specialization elucidates the need for a variety of conservation strategies to protect the vertebrate fauna of the East African coastal forests.","The archipelago-like coastal forest of East Africa is one of the highest priority ecosystems for biodiversity conservation worldwide. Here we investigate patterns of species richness and biogeographic distribution among birds, mammals and reptiles of these forests, using distribution data obtained from recently published reviews and information collated by the WWF Eastern Africa Coastal Forest Ecoregion Programme. Birds and mammals species were divided into forest specialists and generalists, and forest specialist reptiles into 'coastal' and 'forest' endemics. The species richness of birds and generalist mammals increased with area, and is probably a result of area-dependent extinction. Only in birds, however, species richness increased with decreasing isolation, suggesting possible isolation-dependent colonization. Forest diversity, associated to altitudinal range, is important for specialist birds and mammals, whose species richness increased with wider altitudinal range. The number of relict coastal endemic and forest endemic reptiles was higher in forests with wider altitudinal ranges and on relatively higher altitude, respectively. Such forests have probably provided a suitable (and perhaps stable) environment for these species through time, thus increasing their persistence. Parsimony"
"Coastal forests of eastern Africa: status, endemism patterns and their potential causes","https://scispace.com/paper/burgess-et-al-1998-coastal-forests-of-eastern-africa-status-ygejnvbh","1998","","Biological Journal of the Linnean Society","N. D. Burgess
G. P. Clarke
W. A. Rodgers","10.1111/j.1095-8312.1998.tb01511.x","https://scispace.com/records/burgess-et-al-1998-coastal-forests-of-eastern-africa-status-ygejnvbh","1. Hypothe.ris 2. Species distribution patterns in the endemic coastal forest fauna are caused L y climatic hisky:
 has previously suggested that the nearby mountain ('Eastern Arc') forests may be ""fragmented relicts of a primitive and formerly more widespread forest flora not clearly recognisable elsewhere in Africa today"". A similar conclusion for many of the Eastern Arc endemic plants was reached by Lovett & Friis (1996).

2. Hypothe.ris 2. Species distribution patterns in the endemic coastal forest fauna are caused L y climatic hisky:
 The more severe climatic fluctuations during the Holocene (Ice Ages) have further reduced forest cover inland of the eastern African coast, although close to the coast relatively moist and warm climatic conditions are believed to have persisted as the Indian Ocean remained a similar temperature as today .

3. Hypothe.ris 2. Species distribution patterns in the endemic coastal forest fauna are caused L y climatic hisky:
 Between  . The evolution of forest flora and fauna of western and eastern Africa would have separnicd from this time.","Eastern African coastal forests are located within the Swahili regional centre of endemism and Swahili-Maputaland regional transition zone in eastern Africa, between 1º North and 25º South, and 34-41º East. Approximately 3167 km² coastal forest remains: 2 km² in Somalia, 660 km² in Kenya, 697 km² in Tanzania, 16 km² in Malawi, 3 km² in Zimbabwe and perhaps 1790 km² in Mozambique. Most forests are small (≤20 km²), and all but 19 are under 30 km² in area. Over 80% of coastal forest is located on government land, principally Forest Reserves; only 8.3 km² is found in National Parks (6.2 km² in Kenya (Arabuko-Sokoke), 2 km² in Tanzania (Mafia Island) and tiny patches in Zimbabwe). Coastal forests are an important and highly threatened centre of endemism for plants (c. 550 endemic species), mammals (6 species), birds (9 species), reptiles (26 species), frogs (2 species), butterflies (79 species), snails (>86 species) and millipedes (>>20 species). Endemic species are concentrated in the forests of the Tana River, between Malindi in Kenya to Tanga in northern Tanzania, and in southern Tanzania. Forests with highest numbers of endemics are: lower Tana River, Arabuko-Sokoke, Shimba Hills (Kenya); lowland East Usambara, Pugu Hills, Matumbi Hills, Rondo and Litipo and other plateaux near Lindi (Tanzania); the Tanzanian offshore island of Pemba; Bazaruto archipelago (Mozambique), and tiny forest remnants of southern Malawi, eastern Zimbabwe and Mozambique. Most coastal forest endemics have a narrow distributional range, often exhibiting single-site endemism or with scattered or disjunct distributional patterns. They are best interpreted as relicts and not the result of recent evolution. Relictualization probably started with the separation of the ancient Pan African rainforest into two parts during the Miocene. The coastal forests are interpreted as a 'vanishing refuge' with the endemic species gradually becoming more and more relict (and presumably extinct) due historically to climatic desiccation and more recently to human destruction."
"Ecosystem Profile: Eastern Arc Mountains & Coastal Forests of Tanzania & Kenya","https://scispace.com/paper/2005cepfeasternarccoastalreport-wvu9noiy","2003","","Critical Ecosystem Partnership Fund","Neil Burgess
Tom Butynski
Ian Gordon
Quentin Luke
Peter Sumbi
John Watkin","","https://scispace.com/records/2005cepfeasternarccoastalreport-wvu9noiy","1. INTRODUCTION:
 The Eastern Arc Mountains and Coastal Forests of Tanzania and Kenya hotspot (hereafter referred to as the Eastern Arc Mountains and Coastal Forests hotspot) is one of the smallest of the 25 global biodiversity hotspots. It qualifies by virtue of its high endemicity and a severe degree of threat.

2. CONCLUSION:
 The biological importance of the Eastern Arc Mountains and Coastal Forests of Tanzania and Kenya is well recognized. There have been a considerable number of biodiversity investigations and conservation efforts in this hotspot during the last three decades. Despite this investment, there are significant gaps in our biological knowledge.

3. The Eastern Arc Mountains:
 The high rainfall and long-term climatic stability, together with the fragmentation of the mountain blocks, have resulted in forests that are both ancient and biologically diverse.","The Critical Ecosystem Partnership Fund (CEPF) is designed to safeguard the world's threatened biodiversity hotspots in developing countries. It is a joint initiative of Conservation International (CI), the Global Environment Facility (GEF), the Government of Japan, the MacArthur Foundation and the World Bank. CEPF supports projects in hotspots, the biologically richest and most endangered areas on Earth. A fundamental purpose of CEPF is to ensure that civil society is engaged in efforts to conserve biodiversity in the hotspots. An additional purpose is to ensure that those efforts complement existing strategies and frameworks established by local, regional and national governments. CEPF aims to promote working alliances among community groups, nongovernmental organizations (NGOs), government, academic institutions and the private sector, combining unique capacities and eliminating duplication of efforts for a comprehensive approach to conservation. CEPF is unique among funding mechanisms in that it focuses on biological areas rather than political boundaries and examines conservation threats on a corridor-wide basis to identify and support a regional, rather than a national, approach to achieving conservation outcomes. Corridors are determined through a process of identifying important species, site and corridor-level conservation outcomes for the hotspot. CEPF targets transboundary cooperation when areas rich in biological value straddle national borders, or in areas where a regional approach will be more effective than a national approach. The Eastern Arc Mountains and Coastal Forests of Tanzania and Kenya hotspot (hereafter referred to as the Eastern Arc Mountains and Coastal Forests hotspot) is one of the smallest of the 25 global biodiversity hotspots.¹ It qualifies by virtue of its high endemicity and a severe degree of threat. Although the hotspot ranks low compared to other hotspots in total numbers of endemic species, it ranks first among the 25 hotspots in the number of endemic plant and vertebrate species per unit area (Myers et al. 2000). It also shows a high degree of congruence for plants and vertebrates. It is also considered as the hotspot most likely to suffer the most plant and vertebrate extinction for a given loss of habitat and as one of 11 “hyperhot” priorities for conservation investment (Brooks et al. 2002). The purpose of the ecosystem profile is to provide an overview of biodiversity values, conservation targets or “outcomes,” the causes of biodiversity loss and current conservation investments in a particular hotspot. Its purpose is to identify the niche where CEPF investments can provide the greatest incremental value. The ecosystem profile recommends strategic opportunities, called “strategic funding directions.” Civil society organizations then propose projects and actions that fit into these strategic directions and contribute to the conservation of biodiversity in the hotspot. Applicants propose specific projects consistent with these funding directions and investment criteria. The ecosystem profile does not define the specific activities that prospective implementers may propose, but outlines the conservation strategy that guides those activities. Applicants for CEPF grants are required to prepare detailed proposals identifying and describing the interventions and performance indicators that will be used to evaluate the success of the project."
"ECOSYSTEM PROFILE: EASTERN ARC MOUNTAINS & COASTAL FORESTS OF TANZANIA & KENYA","https://scispace.com/paper/2003ecosystemprofiletanzaniakenya-n5klb7ny","2003","","Critical Ecosystem Partnership Fund","Neil Burgess
Tom Butynski
Ian Gordon
Quentin Luke
Peter Sumbi
John Watkin","","https://scispace.com/records/2003ecosystemprofiletanzaniakenya-n5klb7ny","1. INTRODUCTION:
 The Eastern Arc Mountains and Coastal Forests of Tanzania and Kenya hotspot (hereafter referred to as the Eastern Arc Mountains and Coastal Forests hotspot) is one of the smallest of the 25 global biodiversity hotspots. It qualifies by virtue of its high endemicity and a severe degree of threat.

2. The Eastern Arc Mountains:
 The high rainfall and long-term climatic stability, together with the fragmentation of the mountain blocks, have resulted in forests that are both ancient and biologically diverse.

3. The Eastern Arc Mountains:
 Their proximity to the Indian Ocean ensures high rainfall (3,000 mm/ year on the eastern slopes of the Ulugurus, falling to 600 mm/year in the western rain shadow) . Climatic conditions are believed to have been more-or-less stable for at least the past 30 million years .","The Critical Ecosystem Partnership Fund (CEPF) is designed to safeguard the world's threatened biodiversity hotspots in developing countries. It is a joint initiative of Conservation International (CI), the Global Environment Facility (GEF), the Government of Japan, the MacArthur Foundation and the World Bank. CEPF supports projects in hotspots, the biologically richest and most endangered areas on Earth. A fundamental purpose of CEPF is to ensure that civil society is engaged in efforts to conserve biodiversity in the hotspots. An additional purpose is to ensure that those efforts complement existing strategies and frameworks established by local, regional and national governments. CEPF aims to promote working alliances among community groups, nongovernmental organizations (NGOs), government, academic institutions and the private sector, combining unique capacities and eliminating duplication of efforts for a comprehensive approach to conservation. CEPF is unique among funding mechanisms in that it focuses on biological areas rather than political boundaries and examines conservation threats on a corridor-wide basis to identify and support a regional, rather than a national, approach to achieving conservation outcomes. Corridors are determined through a process of identifying important species, site and corridor-level conservation outcomes for the hotspot. CEPF targets transboundary cooperation when areas rich in biological value straddle national borders, or in areas where a regional approach will be more effective than a national approach. The Eastern Arc Mountains and Coastal Forests of Tanzania and Kenya hotspot (hereafter referred to as the Eastern Arc Mountains and Coastal Forests hotspot) is one of the smallest of the 25 global biodiversity hotspots.¹ It qualifies by virtue of its high endemicity and a severe degree of threat. Although the hotspot ranks low compared to other hotspots in total numbers of endemic species, it ranks first among the 25 hotspots in the number of endemic plant and vertebrate species per unit area (Myers et al. 2000). It also shows a high degree of congruence for plants and vertebrates. It is also considered as the hotspot most likely to suffer the most plant and vertebrate extinction for a given loss of habitat and as one of 11 “hyperhot” priorities for conservation investment (Brooks et al. 2002). The purpose of the ecosystem profile is to provide an overview of biodiversity values, conservation targets or “outcomes,” the causes of biodiversity loss and current conservation investments in a particular hotspot. Its purpose is to identify the niche where CEPF investments can provide the greatest incremental value. The ecosystem profile recommends strategic opportunities, called “strategic funding directions.” Civil society organizations then propose projects and actions that fit into these strategic directions and contribute to the conservation of biodiversity in the hotspot. Applicants propose specific projects consistent with these funding directions and investment criteria. The ecosystem profile does not define the specific activities that prospective implementers may propose, but outlines the conservation strategy that guides those activities. Applicants for CEPF grants are required to prepare detailed proposals identifying and describing the interventions and performance indicators that will be used to evaluate the success of the project."
"The biological importance of the Eastern Arc Mountains of Tanzania and Kenya","https://scispace.com/paper/burgess-et-al-2007-the-biological-importance-of-the-eastern-vxejtyx3","2006","","Biological Conservation","N.D. Burgess
T.M. Butynski
N.J. Cordeiro
N.H. Doggart
J. Fjeldså
K.M. Howell
F.B. Kilahama
S.P. Loader
J.C. Lovett
B. Mbilinyi
M. Menegon
D.C. Moyer
E. Nashanda
A. Perkin
F. Rovero
W.T. Stanley
S.N. Stuart","10.1016/j.biocon.2006.08.015","https://scispace.com/records/burgess-et-al-2007-the-biological-importance-of-the-eastern-vxejtyx3","1. The Eastern Arc is as an area where species avoid extinction:
 Within the period covered by rainfall records, the African climate has shown marked annual fluctuations in both wet and dry areas, with the climate in some places having a much greater inter-annual variability than others .

2. The Eastern Arc is as an area where species avoid extinction:
 Thirdly, despite there being strong evidence that climatic regimes in East Africa highly fluctuated, and as a result so did the floral composition , it is likely that montane habitats, such as those in EAM, were subject to less intensive climatic changes and remained ecologically stable.

3. The Eastern Arc is as an area where species avoid extinction:
 Marine drill-core data has suggested that the coastal waters of Tanzania were less influenced by Pleistocene climatic changes than elsewhere , maintaining warm and seasonally humid conditions in the coastal regions and presumably the near-shore Eastern Arc Mountains.","The Eastern Arc Mountains are renown in Africa for high concentrations of endemic species of animals and plants. Thirteen separate mountain blocks comprise the Eastern Arc, supporting around 3300 km² of sub-montane, montane and upper montane forest, less than 30% of the estimated original forested area. At least 96 vertebrate species are endemic, split as follows: 10 mammal, 19 bird, 29 reptile and 38 amphibian species. This includes four endemic or nearly endemic species of primate – the Sanje Mangabey, the Iringa Red Colobus, the Mountain Galago and the new Kipunji monkey that forms its own monotypic genus. A further 71 vertebrate species are near-endemic. At least 800 vascular plant species are endemic, almost 10% of these being trees. These endemics include the majority of the species of African violet – Saintpaulia, a well-known flowering plant in Western households. An additional 32 species of bryophytes are also endemic. Many hundreds of invertebrates are also likely to be endemic, with data for butterflies, millipedes and dragonflies indicating potential trends in importance. Seventy-one of the endemic or near-endemic vertebrates are threatened by extinction (8 critical, 27 endangered, 36 vulnerable), with an additional seven wide ranging threatened species. Hundreds of plant species are also threatened."
"Primates on Mt. Kasigau, Kaya Rabai, and along the Tana River, Kenya: Preparing for Red List Assessments and Conservation Action","https://scispace.com/paper/butynski-and-box-primates-on-mt-kasigau-kaya-rabai-and-along-0spcxx9z","2004","","","Thomas M. Butynski
Yvonne A. de Jong","","https://scispace.com/records/butynski-and-box-primates-on-mt-kasigau-kaya-rabai-and-along-0spcxx9z","1. Introduction & Background:
 Indeed, the endemic and highly threatened primates have been highly instrumental in bringing the biological importance and plight of the Eastern Arc Mountains and the coastal forests of East Africa to the attention of the conservation community over the past 20 years.","The Kenya coast galago Galagoides cocos is a recently designated species, and one with a complicated history of binomial and trinomial name changes, and synonymy. This article provides a summary review of these name changes. The upgrading of Galagoides zanzibaricus cocos to a species is based primarily upon the great difference recently found between the species-specific loud call of lesser galagos at Diani, Kenya (that were assumed to be G. cocos but for which identity needed confirmation), and the loud call of the nominotypical Zanzibar galago G. zanzibaricus zanzibaricus. The loud call of C. cocos at the type locality, Mazeras, remained unknown. Diani and Mazeras are ca. 40 km apart. Here we confirm that the loud call of G. cocos at Mazeras is the same as that for the lesser galago at Diani. In short the lesser galagos at these two localities are conspecific. As such, the name 'cocos' is the correct name to apply to the Kenya coastal galago."
"A new species of giant sengi or elephant-shrew (genus Rhynchocyon) highlights the exceptional biodiversity of the Udzungwa Mountains of Tanzania","https://scispace.com/paper/rovero-et-al-2008-a-new-species-of-giant-sengi-or-elephant-w6gkp8qr","2008","","Journal of Zoology","F. Rovero
G. B. Rathbun
A. Perkin
T. Jones
D. O. Ribble
C. Leonard
R. R. Mwakisoma
N. Doggart","10.1111/j.1469-7998.2007.00363.x","https://scispace.com/records/rovero-et-al-2008-a-new-species-of-giant-sengi-or-elephant-w6gkp8qr","1. Introduction:
 Portions of the Eastern Arc Mountains are believed to have supported moist forest for c. 30 million years . The age, stability, isolation and fragmented nature of these forests have combined to produce high levels of biological diversity and endemism .

2. Abstract:
 This discovery has important implications for the conservation of the high biodiversity that is found in the forests of the Eastern Arc Mountains.","A new species of sengi, or elephant-shrew, is described. It was discovered in the northern Udzungwa Mountains of Tanzania in 2005. Sengis (Order Macroscelidea, super-cohort Afrotheria) include four genera and 15 species of mammals that are endemic to Africa. This discovery is a significant contribution to the systematics of this small order. Based on 49 camera trap images, 40 sightings and five voucher specimens, the new sengi is diurnal and distinguished from the other three species of Rhynchocyon by a grizzled grey face, pale yellow to cream chest and chin, orange-rufous sides, maroon back and jet-black lower rump and thighs. The body weight of the new species is about 700 g, which is 25–50% greater than any other giant sengi. The new Rhynchocyon is only known from two populations that cover about 300 km² of montane forest. It has an estimated density of 50–80 individuals km⁻². This discovery has important implications for the conservation of the high biodiversity that is found in the forests of the Eastern Arc Mountains."
"A new species of giant sengi or elephant-shrew (genus Rhynchocyon) highlights the exceptional biodiversity of the Udzungwa Mountains of Tanzania","https://scispace.com/paper/rovero-et-al-2008-a-new-species-of-giant-sengi-or-elephant-tp8qmx9c","2008","","Journal of Zoology","F. Rovero
G. B. Rathbun
A. Perkin
T. Jones
D. O. Ribble
C. Leonard
R. R. Mwakisoma
N. Doggart","10.1111/j.1469-7998.2007.00363.x","https://scispace.com/records/rovero-et-al-2008-a-new-species-of-giant-sengi-or-elephant-tp8qmx9c","1. Introduction:
 Portions of the Eastern Arc Mountains are believed to have supported moist forest for c. 30 million years . The age, stability, isolation and fragmented nature of these forests have combined to produce high levels of biological diversity and endemism .

2. Abstract:
 This discovery has important implications for the conservation of the high biodiversity that is found in the forests of the Eastern Arc Mountains.","A new species of sengi, or elephant-shrew, is described. It was discovered in the northern Udzungwa Mountains of Tanzania in 2005. Sengis (Order Macrosceli- dea, super-cohort Afrotheria) include four genera and 15 species of mammals that are endemic to Africa. This discovery is a significant contribution to the systematics of this small order. Based on 49 camera trap images, 40 sightings and five voucher specimens, the new sengi is diurnal and distinguished from the other three species of Rhynchocyon by a grizzled grey face, pale yellow to cream chest and chin, orange-rufous sides, maroon back and jet-black lower rump and thighs. The body weight of the new species is about 700 g, which is 25–50% greater than any other giant sengi. The new Rhynchocyon is only known from two populations that cover about 300 km² of montane forest. It has an estimated density of 50–80 individuals km⁻². This discovery has important implications for the con- servation of the high biodiversity that is found in the forests of the Eastern Arc Mountains."
"Conservation priorities for the forests of the Udzungwa Mountains, Tanzania, based on primates, duikers and birds","https://scispace.com/paper/dinesen-et-al-2001-conservation-priorities-for-the-forests-p6qoz4tp","2000","","Biological Conservation","Lars Dinesen
Thomas Lehmberg
Marcel C. Rahner
Jon Fjeldså","","https://scispace.com/records/dinesen-et-al-2001-conservation-priorities-for-the-forests-p6qoz4tp","1. Introduction:
 The Eastern Arc Mountains have probably supported humid forest throughout the Pleistocene, and this favoured recent speciation as well as persistence of old relict taxa . The area is known for its high level of endemism in many taxonomic groups .","Results are presented from 14 surveys in the Udzungwa Mountains, Tanzania. Forest fragments are ranked by occurrence of key species of primates, duikers and birds. Taken together, the West Kilombero Scarp forests, Mwanihana and Udzungwa Scarp have presumably viable populations of four Udzungwa endemics with the following total population estimates: Udzungwa colobus (Procolobus badius gordonorum 15,400), Sanje mangabey (Cercocebus galeritus sanjei 1350), Udzungwa forest partridge (Xenoperdix udzungwensis 3700) and rufous-winged sunbird (Nectarinia rufipennis 6850). The mountains are also strongholds for Swynnerton's robin (Swynnertonia swynnertoni), Iringa akalat (Sheppardia lowei), dapple-throat (Arcanator orostruthus), white-winged apalis (Apalis chariessa), Usambara weaver (Ploceus nicolli), and for Abbott's duiker (Cephalophus spadix). Appropriate village based conservation measures need to address questions about sustainable forest use, hunting and possibilities for forest regeneration in large tracts of fire-maintained grasslands. © 2001 Elsevier Science Ltd. All rights reserved."
