"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevant Excerpt","Abstract"
"The Use of Hand Morphology in the Taxonomy of Galagos","https://scispace.com/paper/anderson-1999-the-use-of-hand-morphology-in-the-taxonomy-of-f46ql1qx","1999","","Primates","Matthew J. Anderson","","https://scispace.com/records/anderson-1999-the-use-of-hand-morphology-in-the-taxonomy-of-f46ql1qx","1. INTRODUCTION:
 The bushbabies, or galagos (sub-family Galaginae), a nocturnal, prosimian group of arboreal clingers and leapers, provide an ideal study group as they occupy several very diverse niches . They are especially interesting as their taxonomy has long been contentious.","Measurements of volar (hand) pad area were made for 244 specimens, representing 12 species and 4 genera of galagos (sub-family Galaginae). When corrected for body weight, statistically significant differences were identified, at both the genus and species levels in the areas of the volar pads. Most informative, in terms of taxonomic differences, were measurements of two of the five pads; interdig-ital pad number 4 and thenar pad number 5. Closely related species were distinguishable on the basis of these measurements. The thick-tailed galago (Otolemur crassicaudatus) was separate from Garnett's galago (O. garnettii) and the specific status of the silver greater galago (O. argentatus) was supported. Likewise, the two needle-clawed galagos (Euoticus elegantulus and E. pallidus), recently separated on mitochodrial DNA grounds, were found to differ significantly in their volar pad morphology. These studies show that comparative studies of volar hand pad morphology provide a novel approach to the re-assessment of galago taxonomy, and may be applicable also in taxonomic studies of other prosimian groups."
"Comparative Penile Morphology of East African Galagos of the Genus Galagoides (Family Galagidae): Implications for Taxonomy","https://scispace.com/paper/perkin-2007-comparative-penile-morphology-of-east-african-c53ep0rf","2007","","American Journal of Primatology","Andrew Perkin","10.1002/ajp.20323","https://scispace.com/records/perkin-2007-comparative-penile-morphology-of-east-african-c53ep0rf","1. Keywords: penile morphology, galago, spines, baculum, cryptic female choice, taxonomy Oxford Brookes University, Contract grant sponsor: Primate Conservation Inc., Contract grant sponsor: Margot Marsh Biodiversity Fund, Contract grant sponsor: Tanzania Forest Conservation Group, Contract grant sponsor: Africa Rainforest Conservancy

2. INTRODUCTION:
 The separation of species has been aided by research on vocal repertoires, with different vocal profiles correlating with differences in hand-pad structure, genetic diversity, reproductive anatomy, and facial markings . The superficial similarity in morphological characters of galagos may be due to extensive convergence .","Recent studies on the comparative penile morphology of galagos have revealed complex patterns that vary among both genera and species, and help with species identification. So far the penile morphologies of 14 galago species have been described and an identification key has been proposed. The present study extends and revises previous work. Wild Galagoides cocos, G. granti, G. zanzibaricus and G. rondoensis from the Eastern Arc Mountains and coastal forests of Tanzania and Kenya were live-trapped, and one species (G. orinus) was examined using a museum specimen. Penile morphology was photographed, traced, and described qualitatively. All of the mature males had penile spines. Spines were absent or indistinct in immature males of all of the species. The penile morphologies of G. cocos, G. granti, and G. zanzibaricus are similar in their overall distribution and type of spines, but differ in the shape of the glans penis. Both G. orinus and G. rondoensis have divergent penile morphologies compared to all other galagos, and are probably phylogenetically distinct. The results support other recent morphological and behavioral studies that consider these five galagos to be distinct species. The evolution of the baculum and spines is thought to be linked to sexual selection in multimale mating systems, but the mechanisms involved are not entirely understood. Adult male G. rondoensis appear to display the penile spines by exposing the distal section of the penis. Am. J. Primatol. 68:16-26, 2007. 2006 Wiley-Liss, Inc."
"Species Differences in Substrate Use and Diet Between Sympatric Galagos in Two Kenyan Coastal Forests","https://scispace.com/paper/1986harcourtsympatricgalagosprimates-3wvhyll9","1986","","PRIMATES","Caroline S. Harcourt
Leanne T. Nash","","https://scispace.com/records/1986harcourtsympatricgalagosprimates-3wvhyll9","1. --:
 These differences probably enabled the two closely related species to avoidcompetition and to coexist. Similar patterns ofbody size diversity and apparent niche separation are also found among the galago species in West and South Africa.

2. --:
 The South African galagos, G. senegolensis and G. crassiroudnrus, have shown differences in body size, substrate use, and diet which parallel those found in this study . As in the Kenyan bushbabies, the smaller G. senegalemis tended to nay closer to the ground than the larger G. crosricnudalzs .

3. --:
 . The size of prey taken by each bushbaby species was not measured. However, the largest he disparity in body size between G, ronribaricus and G. gomelrii could explain the diff ere nces in their diet and substrate use. While both galagos' diets consisted of fruit and in- ver tebrates.","Two sympatric species of galago, Galago zanzibaricus and G. garnettii, differed significantly in diet (judged mainly by fecal analysis) and substrate use at each of two coastal forest sites in Kenya. The larger-bodied G. garnettii tended to use branches of a bigger diameter and to be found higher in the canopy than the smaller G. zanzibaricus. The latter species spent most of its time in the thick undergrowth. The larger species ate more fruit than the smaller. There were differences between the species in the type of invertebrate prey remains found in the feces. It is suggested that the differences in habitat use were influenced by the different body sizes of the two galagos, which so enabled these closely related species to coexist."
"Identification, Abundance, and Behaviour of Galagos (Primates, Galagidae) in the Shire Highlands, Malawi","https://scispace.com/paper/wallace-identification-abundance-and-behaviour-of-galagos-x6a4u7gw","2005","","","Graham Edward Wallace","","https://scispace.com/records/wallace-identification-abundance-and-behaviour-of-galagos-x6a4u7gw","1. Abstract:
 Although galagos are extensively distributed across sub-Saharan Africa as a taxonomic group, many species are only partially described both in terms of and throughout their range.

2. BACKGROUND:
 Although galagos (Order Primates, Family Galagidae) are extensively distributed across sub-Saharan Africa as a taxonomic group, many species of galago continue to be only partially described both in terms of and throughout their range .

3. INTRODUCTION:
 A large part of the reason for this is that galagos are nocturnal, cryptic, arboreal, small-bodied, and often elusive primates, not easily studied or differentiated via methods that humans are attuned or accustomed to .","Although galagos are extensively distributed across sub-Saharan Africa as a taxonomic group, many species are only partially described both in terms of and throughout their range. In particular, there is a lack of data for species occurring in the Shire Highlands of Malawi, and one form at Thyolo Mountain awaits description. The aims of the study where to address existing data deficiencies by (i) identifying and describing the species of galago occurring in Malawi's Shire Highlands, (ii) assessing their distribution and relative abundance, (iii) providing insights into their behaviour, and (iv) gathering information with regard to human impacts that impinge upon their current and future conservation status. Assessment of the inter-relationships between these factors is fundamental to ensuring the long-term viability of galago populations in the region. Vocalisation analysis, compilation of call profiles, descriptions of morphology, systematic surveys, behaviour observations, and assessments of substrate-use were completed to identify two species of galago in the Shire Highlands (Galagoides granti and Otolemur crassicaudatus), determine their distribution and relative abundance on the basis of encounter rates, construct activity budgets, and compile substrate-use profiles that reflect habitat preferences across the region. Vocal repertoires were compiled for each species, and preliminary information regarding human impacts and disturbance was acquired. The results of the study not only contribute to clarification of galago diversity but also provide valuable preliminary data fundamental to management and conservation of galagos across the Shire Highlands."
"Phylogenetic Relationships Among the Lorisoidea As Indicated by Craniodental Morphology and Mitochondrial Sequence Data","https://scispace.com/paper/masters-et-al-2007-phylogenetic-relationships-among-the-q6xh45js","2007","","American Journal of Primatology","Judith C. Masters
Michele Boniotto
Sergio Crovella
Christian Roos
Luca Pozzi
Massimiliano Delpero","10.1002/ajp.20322","https://scispace.com/records/masters-et-al-2007-phylogenetic-relationships-among-the-q6xh45js","1. INTRODUCTION:
 The relationships between and within the families Lorisidae (pottos and lorises) and Galagidae (galagos or bushbabies) have long been debated ]. The major points of contention are the following:","The phylogeny of the Afro-Asian Lorisoidea is controversial. While postcranial data attest strongly to the monophyly of the Lorisidae, most molecular analyses portray them as paraphyletic and group the Galagidae alternately with the Asian or African lorisids. One of the problems that has bedevilled phylogenetic analysis of the group in the past is the limited number of taxa sampled for both ingroup families. We present the results of a series of phylogenetic analyses based on 635 base pairs (bp) from two mitochondrial genes (12S and 16S rRNA) with and without 36 craniodental characters, for 11 galagid and five lorisid taxa. The outgroup was the gray mouse lemur (Microcebus murinus). Analyses of the molecular data included maximum parsimony (MP), neighbor joining (NJ), maximum likelihood (ML), and Bayesian methods. The model-based analyses and the combined “molecules+morphology” analyses supported monophyly of the Lorisidae and Galagidae. The lorisids form two geographically defined clades. We find no support for the taxonomy of Galagidae as proposed recently by Groves [Primate Taxonomy, Washington, DC: Smithsonian Institution Press. 350 р, 2001]. The taxonomy of Nash et al. [International Journal of Primatology 10:57–80, 1989] is supported by the combined “molecules+morphology” analysis; however, the model-based analyses suggest that Galagoides may be an assemblage of species united by plesiomorphic craniodental characters. Am. J. Primatol. 69:6-15, 2007. ©2006 Wiley-Liss, Inc."
"Penile Morphology and Classification of Bush Babies (Subfamily Galagoninae)","https://scispace.com/paper/anderson-penile-morphology-and-classification-of-bush-babies-tzerv9a3","2000","","International Journal of Primatology","Matthew J. Anderson","","https://scispace.com/records/anderson-penile-morphology-and-classification-of-bush-babies-tzerv9a3","1. DISCUSSION:
 Overall, the morphological diversity of galago penile morphology may be a result of speciation events strongly influenced by sexual selection , specifically cryptic female choice .","The penile morphologies of nocturnal prosimians are complex and vary considerably between genera and species. Accordingly, comparative morphology can be useful in taxonomic studies, particularly when assessing the status of newly discovered species. I measured features of penile morphology—surface area of the glans penis; shape and size of the keratinized spines on the glans—for populations representing 14 species within the subfamily Galagoninae. Intraspecific variations in penile morphology were relatively minor. By contrast, there are significant differences in several morphological features among closely related, sympatric species, e.g., in the greater bush babies (Otolemur crassicaudatus and O. garnettii) and lesser bush babies (Galago senegalensis and Galago moholi). Assessment of glans area resulted in the recognition of a second needle-clawed form: Euoticus pallidus. Similar divisions exist in the dwarf and greater bush babies with respect to proportional spiny area and characteristics of spine size. I constructed a key based on the presence/absence of certain features—penile spines, dermal markings on the glans, penile lappets—as well as the shape of the baculum and possession of different spinal morphotypes. This key may be used to identify all 14 species of bush babies. Penile morphologies provide a useful guide to specific identity in the Galagoninae, which may be true also for other groups of nocturnal mammals."
"Identification, distribution, and taxonomy of three populations of galagos (Primates, Galagidae) in Malawi","https://scispace.com/paper/systematics-application-kadxcqp0","2007","","","Johan Karlsson","","https://scispace.com/records/systematics-application-kadxcqp0","1. Abstract:
 1. To establish a preliminary taxonomic rank of three of the most isolated and esoteric populations of galagos (bushbabies) (Primates, Galagidae) of the genus Galagoides in Africa: (Malawi galago, G. nyasae; Kalwe small galago, G. sp. nov. 1; Misuku Hills galago, G. sp.), based on their vocal repertoire.

2. C. Significance:
 Cryptic, nocturnal primates have been generally overlooked by the scientific community and the taxonomic status of several populations' remains to be determined . Of the 24 recognized galago species , only 62.5% can be found on the ).

3. Abstract:
 The information that is gathered will serve as baseline data for a PhDproject commencing during the winter 20078, on the phylogeny and biogeography of galagos in the southern regions of the Eastern Afromontane Biodiversity Hotspot ).",""
"Identification, distribution, and taxonomy of three populations of galagos (Primates, Galagidae) in Malawi","https://scispace.com/paper/j-karlsson-galago-malawi-ssb-application-21-march-2007-et00k377","2007","","","Johan Karlsson","","https://scispace.com/records/j-karlsson-galago-malawi-ssb-application-21-march-2007-et00k377","1. Abstract:
 1. To establish a preliminary taxonomic rank of three of the most isolated and esoteric populations of galagos (bushbabies) (Primates, Galagidae) of the genus Galagoides in Africa: (Malawi galago, G. nyasae; Kalwe small galago, G. sp. nov. 1; Misuku Hills galago, G. sp.), based on their vocal repertoire.

2. C. Significance:
 Cryptic, nocturnal primates have been generally overlooked by the scientific community and the taxonomic status of several populations' remains to be determined . Of the 24 recognized galago species , only 62.5% can be found on the ).

3. Abstract:
 The information that is gathered will serve as baseline data for a PhDproject commencing during the winter 20078, on the phylogeny and biogeography of galagos in the southern regions of the Eastern Afromontane Biodiversity Hotspot ).","The objectives of this study are: 1. To establish a preliminary taxonomic rank of three of the most isolated and esoteric populations of galagos (bushbabies) (Primates, Galagidae) of the genus Galagoides in Africa: (Malawi galago, G. nyasae; Kalwe small galago, G. sp. nov. 1; Misuku Hills galago, G. sp.), based on their vocal repertoire. 2. To investigate the ecological requirements of these populations. 3. To estimate local population density and distribution with each type locality. 4. To initiate biogeographic mapping of the inhabited forest patches using Geographic Information System (GIS) models. The information that is gathered will serve as baseline data for a PhD-project commencing during the winter 2007-8, on the phylogeny and biogeography of galagos in the southern regions of the Eastern Afromontane Biodiversity Hotspot (Brooks et al. 2007)."
"Lack of Congruence Between Morphological and Molecular Data in Reconstructing the Phylogeny of the Galagonidae","https://scispace.com/paper/masters-and-brothers-2002-lack-of-congruence-between-chqumgux","2002","","American Journal of Physical Anthropology","Judith C. Masters
Denis J. Brothers","10.1002/ajpa.10001","https://scispace.com/records/masters-and-brothers-2002-lack-of-congruence-between-chqumgux","1. Keywords: craniodental, mtDNA, phylogenetic trees, galagos, bushbabies

2. CONCLUSIONS:
 While that mitochondrial sequence study could not decide whether the Zanzibar or dwarf galagos made up the most basal divergence, the craniodental reconstruction indicates that this distinction belongs to the dwarf taxa, a conclusion that accords with the proposal by  that ""extant galagines may have diversified into their present adaptive array from a common ancestor with locomotor and dietary adaptations similar to those of the extant dwarf bushbaby.""","Published cladistic reconstructions of galagonid phylogeny based on morphological, behavioral, and genetic data have had few elements in common. A recent molecular study indicated that 2 of the 3 generic groupings derived from morphological data were not consistent with tree topologies constructed from the analysis of mitochondrial DNA sequences. In this study, we compiled and analyzed a data set based on craniodental morphology in 13 galagonid and 8 outgroup taxa, comprising 3 dwarf-lemur and 5 loris species, and subjected it to cladistic analysis. Our aim was not only to generate a new phylogenetic hypothesis based on these data, but also to investigate the conditions under which congruence could be achieved between these results and those obtained previously. The data set was found to be highly sensitive to the choice of outgroup, with the lorises showing high interspecific variability in cranial structure. Congruence between the craniodental and molecular trees could be achieved only if Arctocebus was used as the outgroup and two characters were preferentially weighted. Further progress in the reconstruction of galagonid phylogeny will require seeking consensus in a variety of other data sets, including postcranial morphology, behavior, and additional gene sequences. The effect of different outgroups on molecular analysis needs attention. Am J Phys Anthropol 117:79-93, 2002. © 2002 Wiley-Liss, Inc."
"Species-Typical Patterns of Infant Contact, Sleeping Site Use and Social Cohesion among Nocturnal Primates in Africa","https://scispace.com/paper/bearder-et-al-2003-species-typical-patterns-of-infant-twyfp61v","2003","","Folia Primatologica","Simon K. Bearder
Lesley Ambrose
Caroline Harcourt
Paul Honess
Andrew Perkin
Elizabeth Pimley
Samantha Pullen
Nadine Svoboda","10.1159/000073318","https://scispace.com/records/bearder-et-al-2003-species-typical-patterns-of-infant-twyfp61v","1. African Nocturnal Primates:
 nova 1) and the dwarf galagos from east Africa (G. orinus and G. rondoensis) . These species, within each genus, are particularly hard to tell apart (i.e. they are highly cryptic).

2. African Nocturnal Primates:
 (Note that tail length is not a good indicator of divergence, since it can vary from 4 to 15 cm within a single population). There is aIso evidence for further species among the galagos.","This paper provides a checklist and summary of what is currently known of the variation in infant contact, sleeping site preference and aspects of social cohesion in the nocturnal primates of Africa. Genera and species are compared, based on previously unpublished field observations and a review of the literature. There is a clear pattern of similarity between the species within each genus and distinct differences between genera. Species in the same genus tend to be ecologically equivalent and replace each other allopatrically, whereas species in different genera are more likely to be sympatric, with up to 6 species living together. Maximum sympatry within genera is found in Otolemur and Galagoides, where species are ecologically divergent. This may reflect an ancient origin of species within these genera or suggest that further taxonomic revision is required at the generic level. Some data are recorded for the first time for species that have only recently been separated (cryptic species), but some taxa remain very poorly known. It is concluded that field studies are still at an elementary stage and further research with radio tracking is urgently needed in the face of rapidly declining habitats."
