"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Hidden in the dark: A review of galagid systematics and phylogenetics","https://scispace.com/paper/hidden-in-the-dark-a-review-of-galagid-systematics-and-an33f2bfw6","2024","Journal Article","International Journal of Primatology","Anna Penna
Luca Pozzi","10.1007/s10764-024-00430-w","https://par.nsf.gov/servlets/purl/10510328","… Improving the resolution of galago species diversity also has implications for the conservation of … Needle-clawed galagos are restricted to forests in western-central Africa, ranging from …",""
"The role of forest expansion and contraction in species diversification among galagos (Primates: Galagidae)","https://scispace.com/paper/the-role-of-forest-expansion-and-contraction-in-species-4yz1u3uoec","2016","Journal Article","Journal of Biogeography","Luca Pozzi
Luca Pozzi","10.1111/JBI.12846","https://onlinelibrary.wiley.com/doi/am-pdf/10.1111/jbi.12846","… history of the Galagidae in the context of sub-Saharan African biogeography. This study … and genetic analyses are required to clarify species diversity within eastern dwarf galagos. …","Aim
Here, I investigate galagid diversification and current distribution in the context of major climatic and geological events in sub-Saharan Africa. Given their widespread distribution and presence in a large range of diverse habitats, galagids represent an excellent group to investigate the role of forest contraction and expansion on biological diversification in sub-Saharan Africa.

Location
Sub-Saharan Africa (Afrotropical Region).

Methods
I assembled a supermatrix including 53 nuclear loci and three mitochondrial markers for 94% of the galagid species currently recognized. Bayesian and maximum likelihood methods were used to infer phylogenetic relationships and times of divergence within the family. Ancestral ranges were estimated using several methods, including ‘BioGeoBEARS’ and rasp.

Results
Phylogenetic analyses corroborated previous results regarding the evolutionary history of this family: (1) early origin of the family soon after the Eocene-Oligocene boundary; (2) dwarf galagos (Galagoides spp.) represent a polyphyletic group with two well-defined clades, one in central-west Africa and one in the east; and (3) divergences within galagids are relatively old with most genera already present by the Late Miocene. The biogeographical analysis indicates central African origins and subsequent expansion to the east in the Early-Middle Miocene. An expansion to the northern and southern savannas occurred between the Late Pliocene and the Middle Pleistocene.

Main conclusions
The results of this study clarify several questions related to the evolutionary history of the Galagidae in the context of sub-Saharan African biogeography. This study suggests that galagid evolution and diversification was affected by three major climatic episodes: (1) the global cooling and forest contraction in the Early Oligocene, (2) the forest expansion and the uplift of the African rifts in the Miocene and (3) the aridification and extension of open woodlands and savannas in the Late Miocene and Plio-Pleistocene."
"Species boundaries within morphologically cryptic galagos: Evidence from acoustic and genetic data","https://scispace.com/paper/species-boundaries-within-morphologically-cryptic-galagos-3wjx3ad1ud","2019","Journal Article","Folia Primatologica","Luca Pozzi
Todd R. Disotell
Simon K. Bearder
Johan Karlsson
Andrew Perkin
Marco Gamba","10.1159/000496972","","… two putative highly cryptic species of Eastern dwarf galagos (… zanzibaricus represent two valid cryptic species that … biogeography of dwarf galagos in Eastern Africa clearly requires …","Describing primate biodiversity is one of the main goals in primatology. Species are the fundamental unit of study in phylogeny, behaviour, ecology and conservation. Identifying species boundaries is particularly challenging for nocturnal taxa where only subtle morphological variation is present. Traditionally, vocal signals have been used to identify species within nocturnal primates: species-specific signals often play a critical role in mate recognition, and they can restrict gene flow with other species. However, little research has been conducted to test whether different ""acoustic forms"" also represent genetically distinct species. Here, we investigate species boundaries between two putative highly cryptic species of Eastern dwarf galagos (Paragalago cocosand P. zanzibaricus). We combined vocal and genetic data: molecular data included the complete mitochondrial cytochrome b gene (1,140 bp) for 50 samples across 11 localities in Kenya and Tanzania, while vocal data comprised 221 vocalisations recorded across 8 localities. Acoustic analyses showed a high level of correct assignation to the putative species (approx. 90%), while genetic analyses identified two separate clades at the mitochondrial level. We conclude that P. cocos and P. zanzibaricus represent two valid cryptic species that probably underwent speciation in the Late Pliocene while fragmented in isolated populations in the eastern forests."
"A multilocus phylogeny reveals deep lineages within African galagids (Primates: Galagidae)","https://scispace.com/paper/a-multilocus-phylogeny-reveals-deep-lineages-within-african-4jcpm12usk","2014","Journal Article","BMC Evolutionary Biology","Luca Pozzi
Luca Pozzi
Todd R. Disotell
Judith C. Masters","10.1186/1471-2148-14-72","https://link.springer.com/content/pdf/10.1186/1471-2148-14-72.pdf","… , galagos are one of the most understudied groups of primates and little is known about the biology of most species. Species diversity … new morphologically cryptic species have been …","Bushbabies (Galagidae) are among the most morphologically cryptic of all primates and their diversity and relationships are some of the most longstanding problems in primatology. Our knowledge of galagid evolutionary history has been limited by a lack of appropriate molecular data and a paucity of fossils. Most phylogenetic studies have produced conflicting results for many clades, and even the relationships among genera remain uncertain. To clarify galagid evolutionary history, we assembled the largest molecular dataset for galagos to date by sequencing 27 independent loci. We inferred phylogenetic relationships using concatenated maximum-likelihood and Bayesian analyses, and also coalescent-based species tree methods to account for gene tree heterogeneity due to incomplete lineage sorting. The genus Euoticus was identified as sister taxon to the rest of the galagids and the genus Galagoides was not recovered as monophyletic, suggesting that a new generic name for the Zanzibar complex is required. Despite the amount of genetic data collected in this study, the monophyly of the family Lorisidae remained poorly supported, probably due to the short internode between the Lorisidae/Galagidae split and the origin of the African and Asian lorisid clades. One major result was the relatively old origin for the most recent common ancestor of all living galagids soon after the Eocene-Oligocene boundary. Using a multilocus approach, our results suggest an early origin for the crown Galagidae, soon after the Eocene-Oligocene boundary, making Euoticus one of the oldest lineages within extant Primates. This result also implies that one – or possibly more – stem radiations diverged in the Late Eocene and persisted for several million years alongside members of the crown group."
"Evolutionary history, systematics, and species boundaries in galagos (Primates: Galagidae)","https://scispace.com/paper/KfzZ_wstyi0J","","","","L Pozzi","","","… two cryptic species of dwarf galagos … Galago moholi and Galago senengalensis have a wide distribution across northern and southern Africa, respectively, Galago matschiei and Galago …",""
"Characterizing cryptic species: A morphometric analysis of craniodental characters in the dwarf galago genus Galagoides","https://scispace.com/paper/characterizing-cryptic-species-a-morphometric-analysis-of-4tg7uio157","2015","Journal Article","American Journal of Physical Anthropology","Judith C. Masters
Sébastien Couette","10.1002/AJPA.22792","https://sebastiencouette.wordpress.com/wp-content/uploads/2016/10/masters_et_al-2015.pdf","… the species was referred to as Galago demidovii, and the name … dwarf galago and Geoffroy's (1796) Galago senegalensis … in certain West African lesser galago populations (personal …","Objectives
The true dwarf galagos of the genus Galagoides, G. demidoff and G. thomasi, are difficult to distinguish morphologically at a specific or subspecific level, and most taxonomic designations are based primarily on geographic localities. We used morphometrics to investigate the morphological diversity of the genus.

Materials and Methods
We conducted statistical analyses of 12 linear measurements on 290 Galagoides skulls housed in museums worldwide, and assembled body weights for 71 wild caught specimens. We examined sexual dimorphism and specific and subspecific distinctiveness using MANOVA, ANOVA, principle components analysis and canonical variate analysis.

Results
We distinguished skulls identified as Galagoides demidoff and G. thomasi with ∼70% reliability, and demonstrated consistently different patterns of static allometry in craniodental variables. Variables supporting specific distinction included M1 width, palate width at P2, palate (snout) length, length of premaxillary tube, width across mastoids, and total skull length. The type specimens of G. orinus and G. rondoensis were significantly different from G. demidoff and G. thomasi, but grouped with them in a CVA including G. zanzibaricus and G. granti, although molecular studies indicate that their true affiliation is with the latter species. Subspecies within G. demidoff could not be distinguished using craniodental morphometrics.

Discussion
Galagoides demidoff and G. thomasi can be distinguished relatively reliably, and are broadly sympatric across western and central Africa. Neither species showed evidence of sexual dimorphism in craniodental size or shape. Size variation has a greater influence on skull morphology in G. demidoff than it has on G. thomasi. Am J Phys Anthropol 158:288–299, 2015. © 2015 Wiley Periodicals, Inc."
"Phylogeography and evolutionary lineage diversity in the small-eared greater galago, Otolemur garnettii (Primates: Galagidae)","https://scispace.com/paper/BAezYRdAwHsJ","","","","A Penna
R Dillon
SK Bearder","","https://par.nsf.gov/servlets/purl/10647470","… greater galagos, Otolemur garnettii (Primates: Galagidae), a … biogeographical history of eastern Africa. Mitochondrial DNA … a clear understanding of species diversity is critical to inform …",""
"A new galago species for South Africa (Primates: Strepsirhini: Galagidae)","https://scispace.com/paper/a-new-galago-species-for-south-africa-primates-strepsirhini-3g1xv05v6b","2016","Journal Article","African Zoology","Fabien Génin
Ayabulela Yokwana
Nokuthula Kom
Sébastien Couette
Thibault Dieuleveut
Stephen D. Nash
Judith C. Masters","10.1080/15627020.2016.1232602","https://sebastiencouette.wordpress.com/wp-content/uploads/2016/10/genin-et-al-2016-galagidae.pdf","… Species diversity among galagos with special reference to mate recognition. In: Alterman L, Doyle GA, Izard MK (eds), Creatures of the dark: the nocturnal prosimians. New York: …","The primate fauna of South Africa has historically been viewed as comprising three diurnal cercopithecoid taxa — chacma baboons (Papio ursinus), vervet (Chlorocebus pygerythrus) and samango monkeys (Cercopithecus albogularis) — and two nocturnal lorisoid species — the thick-tailed greater galago (Otolemur crassicaudatus) and the southern lesser galago (Galago moholi). Here we report the positive identification of a third galago species within South Africa's borders: the Mozambique dwarf galago or Grant's galago, Galagoides granti (Thomas and Wroughton, 1907). The taxon was previously held to be restricted to Mozambique, eastern Zimbabwe, Malawi and Tanzania, but we have also observed it in the sand forest of Tembe Elephant Park and the Tshanini Community Reserve, near the Mozambique border. The species was formerly mistaken for Galago moholi, erroneously (we believe) extending the range of the latter species into northern KwaZulu-Natal. In South Africa the two small galagos are unlikely to have overlappin..."
"A new genus for the eastern dwarf galagos (Primates: Galagidae)","https://scispace.com/paper/a-new-genus-for-the-eastern-dwarf-galagos-primates-galagidae-41i8wkex5w","2017","Journal Article","Zoological Journal of the Linnean Society","Judith C. Masters
Judith C. Masters
Fabien Génin
Sébastien Couette
Sébastien Couette
Colin P. Groves
Stephen D. Nash
Massimiliano Delpero
Luca Pozzi
Luca Pozzi","10.1093/ZOOLINNEAN/ZLW028","https://iris.unito.it/bitstream/2318/1618044/2/Paragalago_ZJLS_accepted_4aperto.pdf","… More specifically, the dwarf galagos confined to the forests of East and southern Africa require the designation of a new genus. In the subsequent text, we abbreviate Galagoides as Gs. …",""
"Remarkable ancient divergences amongst neglected lorisiform primates","https://scispace.com/paper/remarkable-ancient-divergences-amongst-neglected-lorisiform-kqt7ukxfue","2015","Journal Article","Zoological Journal of the Linnean Society","Luca Pozzi
K. Anne-Isola Nekaris
Andrew Perkin
Simon K. Bearder
Elizabeth Pimley
Elizabeth Pimley
Helga Schulze
Ulrike Streicher
Tilo Nadler
Andrew C. Kitchener
Andrew C. Kitchener
Hans Zischler
Dietmar Zinner
Christian Roos","10.1111/ZOJ.12286","https://academic.oup.com/zoolinnean/article-pdf/175/3/661/17013207/zoj12286.pdf","… diversity might be present within many lineages, particularly in Africa. The process of determining true species diversity within the lorisiforms is more than academic. Currently 60% of …",""
