"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevant Excerpt","Abstract"
"On the Robustness to Gene Tree Estimation Error (or lack thereof) of Coalescent-Based Species Tree Methods","https://scispace.com/paper/roch-and-warnow-2015-on-the-robustness-to-gene-tree-h6oucw7w","2015","","Systematic Biology","Sebastien Roch
Tandy Warnow","10.1093/sysbio/syv016","https://scispace.com/records/roch-and-warnow-2015-on-the-robustness-to-gene-tree-h6oucw7w","1. RECOMMENDATIONS:
 These methods may also be reliably more accurate than concatenation even under the conditions where current coalescent-based methods are less accurate than concatenation.

2. RECOMMENDATIONS:
 However, we also find that the current body of simulation studies present a more nuanced comparison between concatenation and coalescent-based methods, and show conditions in which the best coalescent-based methods can be more accurate than concatenation even with relatively high amounts of GTEE due to short sequence alignments.

3. RECOMMENDATIONS:
 Instead, we find that the choice between the two types of species tree estimation protocols cannot be justified on purely theoretical grounds (at least not based on the current research), and conclude that the assumed theoretical advantage of coalescent-based summary methods over concatenation may not be applicable in the presence of GTEE.","The estimation of species trees using multiple loci has become increasingly common. Because different loci can have different phylogenetic histories (reflected in different gene tree topologies) for multiple biological causes, new approaches to species tree estimation have been developed that take gene tree heterogeneity into account. Among these multiple causes, incomplete lineage sorting (ILS), modeled by the multi-species coalescent, is potentially the most common cause of gene tree heterogeneity, and much of the focus of the recent literature has been on how to estimate species trees in the presence of ILS. Despite progress in developing statistically consistent techniques for estimating species trees when gene trees can differ due to ILS, there is substantial controversy in the systematics community as to whether to use the new coalescent-based methods or the traditional concatenation methods. One of the key issues that has been raised is understanding the impact of gene tree estimation error on coalescent-based methods that operate by combining gene trees. Here we explore the mathematical guarantees of coalescent-based methods when analyzing estimated rather than true gene trees. Our results provide some insight into the differences between promise of coalescent-based methods in theory and their performance in practice. [coalescent-based methods; gene tree estimation error; incomplete lineage sorting; multi-species coalescent; species tree reconstruction; statistical consistency]"
"GENEALOGICAL TREES, COALESCENT THEORY AND THE ANALYSIS OF GENETIC POLYMORPHISMS","https://scispace.com/paper/rosenberg-and-nordborg-2002-genealogical-trees-coalescent-p3t47ujt","2002","","Nature Reviews Genetics","Noah A. Rosenberg
Magnus Nordborg","10.1038/nrg795","https://scispace.com/records/rosenberg-and-nordborg-2002-genealogical-trees-coalescent-p3t47ujt","1. Conclusion:
 Perhaps most importantly, in the era of genomic polymorphism data, the coalescent approach can naturally incorporate the effects of recombination, whereas the phylogenetic approach cannot.

2. Conclusion:
 Coalescent-based methods for tree estimation, which, unlike most traditional phylogenetic algorithms, are designed to allow variation both in and between species, are uniquely suited for doing this  .

3. Conclusion:
 Coalescent-based methods can be used for inference of relationships among groups that are sufficiently related that genealogies of different genomic regions disagree.","Improvements in genotyping technologies have led to the increased use of genetic polymorphism for inference about population phenomena, such as migration and selection. Such inference presents a challenge, because polymorphism data reflect a unique, complex, non-repeatable evolutionary history. Traditional analysis methods do not take this into account. A stochastic process known as the 'coalescent' presents a coherent statistical framework for analysis of genetic polymorphisms."
"Combining Phylogenomics and Fossils in Higher-Level Squamate Reptile Phylogeny: Molecular Data Change the Placement of Fossil Taxa","https://scispace.com/paper/wiens-et-al-2010-combining-phylogenomics-and-fossils-in-jznytvu5","2010","","Systematic Biology","John J. Wiens
Caitlin A. Kuczynski
Ted Townsend
Tod W. Reeder
Daniel G. Mulcahy
Jack W. Sites Jr.","10.1093/sysbio/syq048","https://scispace.com/records/wiens-et-al-2010-combining-phylogenomics-and-fossils-in-jznytvu5","1. Molecular Data and Analysis:
 We did not explore the use of coalescent-based speciestree methods (e.g., ) for these data, despite their potential advantages, because it would be difficult to incorporate the fossil taxa in such analyses.","Molecular data offer great potential to resolve the phylogeny of living taxa but can molecular data improve our understanding of relationships of fossil taxa? Simulations suggest that this is possible, but few empirical examples have demonstrated the ability of molecular data to change the placement of fossil taxa. We offer such an example here. We ana-lyze the placement of snakes among squamate reptiles, combining published morphological data (363 characters) and new DNA sequence data (15,794 characters, 22 nuclear loci) for 45 living and 19 fossil taxa. We find several intriguing results. First, some fossil taxa undergo major changes in their phylogenetic position when molecular data are added. Second, most fossil taxa are placed with strong support in the expected clades by the combined data Bayesian analyses, despite each having >98% missing cells and despite recent suggestions that extensive missing data are problematic for Bayesian phy-logenetics. Third, morphological data can change the placement of living taxa in combined analyses, even when there is an overwhelming majority of molecular characters. Finally, we find strong but apparently misleading signal in the mor-phological data, seemingly associated with a burrowing lifestyle in snakes, amphisbaenians, and dibamids. Overall, our results suggest promise for an integrated and comprehensive Tree of Life by combining molecular and morphological data for living and fossil taxa. [Combined analysis; fossils; lizards; morphology; phylogeny; snakes; squamates.]"
"Measuring Branch Support in Species Trees Obtained by Gene Tree Parsimony","https://scispace.com/paper/joly-and-bruneau-2009-measuring-branch-support-in-species-4p0j8tuc","2009","","Systematic Biology","Simon Joly
Anne Bruneau","10.1093/sysbio/syp013","https://scispace.com/records/joly-and-bruneau-2009-measuring-branch-support-in-species-4p0j8tuc","1. Comparison of the Methods:
 In contrast, when the terminal branches of the species tree are very long (>>1 coalescent units), species are expected to be monophyletic at most loci.

2. Comparison of the Methods:
 This means that several sequences will not coalesce within the species lineage and that coalescent events will occur along internal branches of the species tree, leading to incongruent gene trees.

3. Comparison of the Methods:
 As discussed above, with longer terminal branches, there is more time for species to become monophyletic at most genes, and therefore, increasing the number of sequences sampled will not increase the sampling of ancestral lineages.","Several methods have recently been developed that allow the reconstruction of species trees from gene trees, an important achievement in our ongoing quest to obtain reliable species phylogenies. However, considerably less attention has been given to evaluating the accuracy of species trees' estimates. Four methods for measuring branch support of species trees are tested in this study in a gene tree parsimony framework: 1) bootstrap lineages (BL) (sequences) within species, 2) bootstrap characters (BC) within genes (i.e., the standard nonparametric bootstrap), 3) bootstrap lineages and characters (BLC), and 4) posterior probability gene tree sampling (PPGTS) (where, for each resampled data set, gene trees are sampled according to their posterior probability). For each method, n species trees are reconstructed from n resampled data sets and the branch support consists in the percentage of the n species trees in which a branch is recovered. The 4 methods were tested for several species trees and for different sampling efforts (i.e., number of genes and individuals sampled) using coalescent simulations. PPGTS performed best overall with lowest Type I and II error rates, followed by BLC. The BL and BC methods had higher error rates. This suggests that in order to properly measure branch support in a species tree context, it is important to account for the uncertainty involved in reconstructing gene trees from DNA sequences as well as that involved in reconstructing the species tree from individual gene trees. With the parameters used in the simulations, sampling more individuals per species resulted in similar improvements in support values as when sampling more genes. Moreover, sampling more individuals per species appeared to be important for escaping the anomaly zone present when only 1 sequence was sampled. We also apply the 4 methods to obtain branch supports for the species phylogeny of diploid wild roses (Rosa) in North America. [Branch support; coalescent theory; gene trees; gene tree parsimony; incomplete lineage sorting; nonparametric bootstrap; species trees.]"
"Species Delimitation Using a Combined Coalescent and Information-Theoretic Approach: An Example from North American Myotis Bats","https://scispace.com/paper/carstens-and-dewey-2010-species-delimitation-using-a-34eq3yjc","2010","","Systematic Biology","Bryan C. Carstens
Tanya A. Dewey","10.1093/sysbio/syq024","https://scispace.com/records/carstens-and-dewey-2010-species-delimitation-using-a-34eq3yjc","1. Species Tree Estimation:
 For reasons that include both phylogenetic and coalescent error, concatenation across loci is not expected to be a reliable method for inferring the species phylogeny .

2. Abstract:
 Fortunately, the use of coalescent model-based approaches allows systematists to conduct probabilistic tests of species limits by calculating the probability of competing models of lineage composition. Here, we conduct the first exploration of the issues related to applying such tests to a complex empirical system.","Coalescent model-based methods for phylogeny estimation force systematists to confront issues related to the identification of species boundaries. Unlike conventional phylogenetic analysis, where species membership can be assessed qualitatively after the phylogeny is estimated, the phylogenies that are estimated under a coalescent model treat aggregates of individuals as the operational taxonomic units and thus require a priori definition of these sets because the models assume that the alleles in a given lineage are sampled from a single panmictic population. Fortunately, the use of coalescent model-based approaches allows systematists to conduct probabilistic tests of species limits by calculating the probability of competing models of lineage composition. Here, we conduct the first exploration of the issues related to applying such tests to a complex empirical system. Sequence data from multiple loci were used to assess species limits and phylogeny in a clade of North American Myotis bats. After estimating gene trees at each locus, the likelihood of models representing all hierarchical permutations of lineage composition was calculated and Akaike information criterion scores were computed. Metrics borrowed from information theory suggest that there is strong support for several models that include multiple evolutionary lineages within the currently described species Myotis lucifugus and M. evotis. Although these results are preliminary, they illustrate the practical importance of coupled species delimitation and phylogeny estimation. [Coalescent theory; species delimitation; species tree phylogeny estimation.]"
"From Phylogenetics to Phylogenomics: The Evolutionary Relationships of Insect Endosymbiotic y-Proteobacteria as a Test Case","https://scispace.com/paper/comas-et-al-2007-from-phylogenetics-to-phylogenomics-the-ry93q1zq","2007","","Systematic Biology","Iñaki Comas
Andrés Moya
Fernando González-Candelas","10.1080/10635150601109759","https://scispace.com/records/comas-et-al-2007-from-phylogenetics-to-phylogenomics-the-ry93q1zq","1. Comparison of Methods: From Phylogenetics to Phylogenomics:
 But the concatenation approach cannot be considered free from errors and/or biases, the most important one being the assumption that a single, main phylogenetic signal exists and that it will be revealed by the simultaneous consideration of as many data as possible, regardless of their (evolutionary) congruence in terms of history or mode of evolution .","The increasing availability of complete genome sequences and the development of new, faster methods for phylogenetic reconstruction allow the exploration of the set of evolutionary trees for each gene in the genome of any species. This has led to the development of new phylogenomic methods. Here, we have compared different phylogenetic and phylogenomic methods in the analysis of the monophyletic origin of insect endosymbionts from the y-Proteobacteria, a hotly debated issue with several recent, conflicting reports. We have obtained the phylogenetic tree for each of the 579 identified protein-coding genes in the genome of the primary endosymbiont of carpenter ants, Blochmannia floridanus, after determining their presumed orthologs in 20 additional Proteobacteria genomes. A reference phylogeny reflecting the monophyletic origin of insect endosymbionts was further confirmed with different approaches, which led us to consider it as the presumed species tree. Remarkably, only 43 individual genes produced exactly the same topology as this presumed species tree. Most discrepancies between this tree and those obtained from individual genes or by concatenation of different genes were due to the grouping of Xanthomonadales with ẞ-Proteobacteria and not to uncertainties over the monophyly of insect endosymbionts. As previously noted, operational genes were more prone to reject the presumed species tree than those included in information-processing categories, but caution should be exerted when selecting genes for phylogenetic inference on the basis of their functional category assignment. We have obtained strong evidence in support of the monophyletic origin of y-Proteobacteria insect endosymbionts by a combination of phylogenetic and phylogenomic methods. In our analysis, the use of concatenated genes has shown to be a valuable tool for analyzing primary phylogenetic signals coded in the genomes. Nevertheless, other phylogenomic methods such as supertree approaches were useful in revealing alternative phylogenetic signals and should be included in comprehensive phylogenomic studies. [Concatenate alignment; incongruence; microbial evolution; phylome; supermatrix alignment; supertree analysis.]"
"Species Trees from Gene Trees: Reconstructing Bayesian Posterior Distributions of a Species Phylogeny Using Estimated Gene Tree Distributions","https://scispace.com/paper/liu-and-pearl-2007-species-trees-from-gene-trees-u9idopex","2007","","Systematic Biology","Liang Liu
Dennis K. Pearl","10.1080/10635150701429982","https://scispace.com/records/liu-and-pearl-2007-species-trees-from-gene-trees-u9idopex","1. Abstract:
 These analyses also suggest that the model is superior to the concatenation method in fitting these data sets and thus provides a more realistic assessment of the variability in the distribution of the species tree that may have produced the molecular information at hand.

2. Abstract:
 Our model employs substitution models used in traditional phylogenetics but also uses coalescent theory to explain genealogical signals from species trees to gene trees and from gene trees to sequence data, thereby forming a complete stochastic model to estimate gene trees, species trees, ancestral population sizes, and species divergence times simultaneously.","The desire to infer the evolutionary history of a group of species should be more viable now that a considerable amount of multilocus molecular data is available. However, the current molecular phylogenetic paradigm still reconstructs gene trees to represent the species tree. Further, commonly used methods of combining data, such as the concatenation method, are known to be inconsistent in some circumstances. In this paper, we propose a Bayesian hierarchical model to estimate the phylogeny of a group of species using multiple estimated gene tree distributions, such as those that arise in a Bayesian analysis of DNA sequence data. Our model employs substitution models used in traditional phylogenetics but also uses coalescent theory to explain genealogical signals from species trees to gene trees and from gene trees to sequence data, thereby forming a complete stochastic model to estimate gene trees, species trees, ancestral population sizes, and species divergence times simultaneously. Our model is founded on the assumption that gene trees, even of unlinked loci, are correlated due to being derived from a single species tree and therefore should be estimated jointly. We apply the method to two multilocus data sets of DNA sequences. The estimates of the species tree topology and divergence times appear to be robust to the prior of the population size, whereas the estimates of effective population sizes are sensitive to the prior used in the analysis. These analyses also suggest that the model is superior to the concatenation method in fitting these data sets and thus provides a more realistic assessment of the variability in the distribution of the species tree that may have produced the molecular information at hand. Future improvements of our model and algorithm should include consideration of other factors that can cause discordance of gene trees and species trees, such as horizontal transfer or gene duplication. [Bayesian hierarchical model; coalescent theory; gene tree; MCMC; species tree.]"
"A coalescent perspective on delimiting and naming species: a reply to Bauer et al.","https://scispace.com/paper/fujita-and-leache-2011-a-coalescent-perspective-on-016ld7s0","2010","","Proceedings of the Royal Society B: Biological Sciences","Matthew K. Fujita
Adam D. Leaché","10.1098/rspb.2010.1864","https://scispace.com/records/fujita-and-leache-2011-a-coalescent-perspective-on-016ld7s0","1. MULTI-LOCUS, COALESCENT-BASED METHODS INCREASE OBJECTIVITY IN SPECIES DELIMITATION:
 Of course, BPP is not infallible, and may fail to recognize speciation events that involved only a limited number of genes, or will lead to incorrect results when the assumptions of the model are violated .

2. MULTI-LOCUS, COALESCENT-BASED METHODS INCREASE OBJECTIVITY IN SPECIES DELIMITATION:
 BPP is objective given the clear assumptions of the model, which starkly contrasts with traditional species delimitation approaches that make many, often unidentifiable, implicit assumptions. Nevertheless, all statistical methods aim for objectivity by letting the data speak for themselves.

3. MULTI-LOCUS, COALESCENT-BASED METHODS INCREASE OBJECTIVITY IN SPECIES DELIMITATION:
 We emphasize that by coalescent history we do not mean reciprocal monophyly of alleles between species (although this could occur), but rather a significant shift in gene trees away from the patterns expected under the null hypothesis of random mating. Third, the method embraces genetics and lineage-based arguments.",""
"Testing Congruence in Phylogenomic Analysis","https://scispace.com/paper/leigh-et-al-2008-testing-congruence-in-phylogenomic-analysis-uctkdrdc","2008","","Systematic Biology","Jessica W. Leigh
Edward Susko
Manuela Baumgartner
Andrew J. Roger","10.1080/10635150801910436","https://scispace.com/records/leigh-et-al-2008-testing-congruence-in-phylogenomic-analysis-uctkdrdc","1. Limitations of CONCATERPILLAR and Alternative Methods:
 For example, coalescence theory predicts situations in which gene trees that do not reflect the species phylogeny are actually more likely than those that do, for certain combinations of branch lengths .

2. Limitations of CONCATERPILLAR and Alternative Methods:
 Similarly, one can envision scenarios involving LGT, paralogy, and systematic error in which the species tree is not recovered from the largest set of congruent markers.

3. Limitations of CONCATERPILLAR and Alternative Methods:
 In addition, care must be taken in interpreting results obtained with CONCATERPILLAR. Although it is tempting to assume that a phylogeny inferred from the largest set of congruent markers is the species phylogeny, there are many scenarios where this will not be the case.","Phylogenomic analyses of large sets of genes or proteins have the potential to revolutionize our understanding of the tree of life. However, problems arise because estimated phylogenies from individual loci often differ because of different histories, systematic bias, or stochastic error. We have developed CONCATERPILLAR, a hierarchical clustering method based on likelihood-ratio testing that identifies congruent loci for phylogenomic analysis. CONCATERPILLAR also includes a test for shared relative evolutionary rates between genes indicating whether they should be analyzed separately or by concatenation. In simulation studies, the performance of this method is excellent when a multiple comparison correction is applied. We analyzed a phylogenomic data set of 60 translational protein sequences from the major supergroups of eukaryotes and identified three congruent subsets of proteins. Analysis of the largest set indicates improved congruence relative to the full data set and produced a phylogeny with stronger support for five eukaryote supergroups including the Opisthokonts, the Plantae, the stramenopiles + Apicomplexa (chromalveolates), the Amoebozoa, and the Excavata. In contrast, the phylogeny of the second largest set indicates a close relationship between stramenopiles and red algae, to the exclusion of alveolates, suggesting gene transfer from the red algal secondary symbiont to the ancestral stramenopile host nucleus during the origin of their chloroplast. Investigating phylogenomic data sets for conflicting signals has the potential to both improve phylogenetic accuracy and inform our understanding of genome evolution. [Concatenated analysis; endosymbiotic gene transfer; hierarchical clustering; lateral gene transfer; likelihood ratio testing; maximum likelihood; phylogenetic congruence; phylogenomics; separate analysis; superkingdom; supermatrix analysis.]"
"Accuracy and Precision of Species Trees: Effects of Locus, Individual, and Base Pair Sampling on Inference of Species Trees in Lizards of the Liolaemus darwinii Group (Squamata, Liolaemidae)","https://scispace.com/paper/camargo-et-al-2012-accuracy-and-precision-of-species-trees-acrrpqxv","2012","","Systematic Biology","Arley Camargo
Luciano J. Avila
Mariana Morando
Jack W. Sites Jr.","10.1093/sysbio/syr105","https://scispace.com/records/camargo-et-al-2012-accuracy-and-precision-of-species-trees-acrrpqxv","1. Performance:
 Our evaluation of species-tree inference using a coalescent-based method is valid as long as genetree heterogeneity was a result of incomplete lineage sorting only. When including multiple individuals for reconstruction of species trees, sampling from phylogeographic lineage boundaries might obfuscate phylogenetic signal due to gene flow between species (Leache 2009).","Molecular phylogenetics has entered a new era in which species trees are estimated from a collection of gene trees using methods that accommodate their heterogeneity and discordance with the species tree. Empirical evaluation of species trees is necessary to assess the performance (i.e., accuracy and precision) of these methods with real data, which consists of gene genealogies likely shaped by different historical and demographic processes. We analyzed 20 loci for 16 species of the South American lizards of the Liolaemus darwinii species group and reconstructed a species tree with *BEAST, then compared the performance of this method under different sampling strategies of loci, individuals, and sequence lengths. We found an increase in the accuracy and precision of species trees with the number of loci, but for any number of loci, accuracy substantially decreased only when using only one individual per species or 25% of the full sequence length (~147 bp). In addition, locus ""informativeness"" was an important factor in the accuracy/precision of species trees when using a few loci, but it became increasingly irrelevant with additional loci. Our empirical results combined with the previous simulation studies suggest that there is an optimal range of sampling effort of loci, individuals, and sequence lengths for a given speciation history and information content of the data. Future studies should be directed toward further assessment of other factors that can impact performance of species trees, including gene flow, locus ""informativeness,"" tree shape, missing data, and errors in species delimitation. [Accuracy; coalescent; Liolaemus; phylogeny; precision; sampling; South America; species trees.]"
