"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Species tree estimation for a deep phylogenetic divergence in the New World monkeys (Primates: Platyrrhini)","https://scispace.com/paper/species-tree-estimation-for-a-deep-phylogenetic-divergence-3v889ijlxb","2012","Journal Article","Molecular Phylogenetics and Evolution","S. Ivan Perez
Julia Klaczko
Sérgio F. dos Reis","10.1016/J.YMPEV.2012.07.014","","… species tree and embedded gene trees of the platyrrhine genera using the Bayesian Markov chain Monte Carlo method for the multispecies coalescent (∗… Our species tree, based on all …",""
"Multispecies coalescent analysis of the early diversification of neotropical primates: phylogenetic inference under strong gene trees/species tree conflict","https://scispace.com/paper/multispecies-coalescent-analysis-of-the-early-1kj4qh4cbg","2014","Journal Article","Genome Biology and Evolution","Carlos G. Schrago
Albert N. Menezes
Carolina Furtado
Cibele R. Bonvicino
Héctor N. Seuánez","10.1093/GBE/EVU244","https://academic.oup.com/gbe/article-pdf/6/11/3105/7115091/evu244.pdf","… We show, by multispecies coalescent analyses of selected genome segments, spanning along 92,496,904 bp that the early diversification of extant NP was marked by a 2-fold increase …","Neotropical primates (NP) are presently distributed in the New World from Mexico to northern Argentina, comprising three large families, Cebidae, Atelidae, and Pitheciidae, consequently to their diversification following their separation from Old World anthropoids near the Eocene/Oligocene boundary, some 40 Ma. The evolution of NP has been intensively investigated in the last decade by studies focusing on their phylogeny and timescale. However, despite major efforts, the phylogenetic relationship between these three major clades and the age of their last common ancestor are still controversial because these inferences were based on limited numbers of loci and dating analyses that did not consider the evolutionary variation associated with the distribution of gene trees within the proposed phylogenies. We show, by multispecies coalescent analyses of selected genome segments, spanning along 92,496,904 bp that the early diversification of extant NP was marked by a 2-fold increase of their effective population size and that Atelids and Cebids are more closely related respective to Pitheciids. The molecular phylogeny of NP has been difficult to solve because of population-level phenomena at the early evolution of the lineage. The association of evolutionary variation with the distribution of gene trees within proposed phylogenies is crucial for distinguishing the mean genetic divergence between species (the mean coalescent time between loci) from speciation time. This approach, based on extensive genomic data provided by new generation DNA sequencing, provides more accurate reconstructions of phylogenies and timescales for all organisms."
"A comparative study of SVDquartets and other coalescent-based species tree estimation methods","https://scispace.com/paper/a-comparative-study-of-svdquartets-and-other-coalescent-1a7l07w0yy","2015","Journal Article","BMC Genomics","Jed Chou
Ashu Gupta
Shashank Yaduvanshi
Ruth Davidson
Michael Nute
Siavash Mirarab
Siavash Mirarab
Tandy Warnow
Tandy Warnow","10.1186/1471-2164-16-S10-S2","https://link.springer.com/content/pdf/10.1186/1471-2164-16-S10-S2.pdf","… ASTRAL-2 and NJst on gene trees estimated by FastTree-2 [16], a maximum likelihood method for species tree … evaluation on simulated data because ASTRAL-2 generally dominates …","Species tree estimation is challenging in the presence of incomplete lineage sorting (ILS), which can make gene trees different from the species tree. Because ILS is expected to occur and the standard concatenation approach can return incorrect trees with high support in the presence of ILS, ""coalescent-based"" summary methods (which first estimate gene trees and then combine gene trees into a species tree) have been developed that have theoretical guarantees of robustness to arbitrarily high amounts of ILS. Some studies have suggested that summary methods should only be used on ""c-genes"" (i.e., recombination-free loci) that can be extremely short (sometimes fewer than 100 sites). However, gene trees estimated on short alignments can have high estimation error, and summary methods tend to have high error on short c-genes. To address this problem, Chifman and Kubatko introduced SVDquartets, a new coalescent-based method. SVDquartets takes multi-locus unlinked single-site data, infers the quartet trees for all subsets of four species, and then combines the set of quartet trees into a species tree using a quartet amalgamation heuristic. Yet, the relative accuracy of SVDquartets to leading coalescent-based methods has not been assessed. We compared SVDquartets to two leading coalescent-based methods (ASTRAL-2 and NJst), and to concatenation using maximum likelihood. We used a collection of simulated datasets, varying ILS levels, numbers of taxa, and number of sites per locus. Although SVDquartets was sometimes more accurate than ASTRAL-2 and NJst, most often the best results were obtained using ASTRAL-2, even on the shortest gene sequence alignments we explored (with only 10 sites per locus). Finally, concatenation was the most accurate of all methods under low ILS conditions. ASTRAL-2 generally had the best accuracy under higher ILS conditions, and concatenation had the best accuracy under the lowest ILS conditions. However, SVDquartets was competitive with the best methods under conditions with low ILS and small numbers of sites per locus. The good performance under many conditions of ASTRAL-2 in comparison to SVDquartets is surprising given the known vulnerability of ASTRAL-2 and similar methods to short gene sequences."
"Primate phylogenomics uncovers multiple rapid radiations and ancient interspecific introgression","https://scispace.com/paper/primate-phylogenomics-uncovers-multiple-rapid-radiations-and-41y7utrenw","2020","Posted Content","bioRxiv","Dan Vanderpool
Bui Quang Minh
Robert Lanfear
Daniel S.T. Hughes
Shwetha C. Murali
R. Alan Harris
Muthuswamy Raveendran
Donna M. Muzny
Richard A. Gibbs
Kim C. Worley
Jeffrey Rogers
Matthew W. Hahn","10.1101/2020.04.15.043786","https://journals.plos.org/plosbiology/article/file?id=10.1371%2Fjournal.pbio.3000954&type=printable","… primate genomes to estimate both the species tree and individual gene trees using thousands of loci. While our species tree is … a species tree using ASTRAL; we refer to this as the “MP-…","Our understanding of the evolutionary history of primates is undergoing continual revision due to ongoing genome sequencing efforts. Bolstered by growing fossil evidence, these data have led to increased acceptance of once controversial hypotheses regarding phylogenetic relationships, hybridization and introgression, and the biogeographical history of primate groups. Among these findings is a pattern of recent introgression between species within all major primate groups examined to date, though little is known about introgression deeper in time. To address this and other phylogenetic questions, here we present new reference genome assemblies for three Old World Monkey species: Colobus angolensis ssp. palliatus (the black and white colobus), Macaca nemestrina (southern pig-tailed macaque), and Mandrillus leucophaeus (the drill). We combine these data with 23 additional primate genomes to estimate both the species tree and individual gene trees using thousands of loci. While our species tree is largely consistent with previous phylogenetic hypotheses, the gene trees reveal high levels of genealogical discordance associated with multiple primate radiations. We use strongly asymmetric patterns of gene tree discordance around specific branches to identify multiple instances of introgression between ancestral primate lineages. In addition, we exploit recent fossil evidence to perform fossil-calibrated molecular dating analyses across the tree. Taken together, our genome-wide data help to resolve multiple contentious sets of relationships among primates, while also providing insight into the biological processes and technical artifacts that led to the disagreements in the first place."
"Efficient Bayesian species tree inference under the multispecies coalescent","https://scispace.com/paper/efficient-bayesian-species-tree-inference-under-the-multi-19pj5xqjpp","2015","Posted Content","arXiv: Populations and Evolution","Bruce Rannala
Ziheng Yang","","https://academic.oup.com/sysbio/article-pdf/66/5/823/40857755/sysbio_66_5_823.pdf","… species tree, while simultaneously altering the gene trees at multiple genetic loci to automatically avoid conflicts with the newly proposed species tree. … the correct species tree with near …","A method was developed for Bayesian inference of species phylogeny using the multi-species coalescent model. To improve the mixing properties of the Markov chain Monte Carlo (MCMC) algorithm that traverses the space of species trees, we implement two efficient MCMC proposals: the first is based on the Subtree Pruning and Regrafting (SPR) algorithm and the second is based on a novel node-slider algorithm. Like the Nearest-Neighbor Interchange (NNI) algorithm we implemented previously, both algorithms propose changes to the species tree, while simultaneously altering the gene trees at multiple genetic loci to automatically avoid conflicts with the newly-proposed species tree. The method integrates over gene trees, naturally taking account of the uncertainty of gene tree topology and branch lengths given the sequence data. A simulation study was performed to examine the statistical properties of the new method. We found that it has excellent statistical performance, inferring the correct species tree with near certainty when analyzing 10 loci. The prior on species trees has some impact, particularly for small numbers of loci. An empirical dataset (for rattlesnakes) was reanalyzed. While the 18 nuclear loci and one mitochondrial locus support largely consistent species trees under the multi-species coalescent model estimates of parameters suggest drastically different evolutionary dynamics between the nuclear and mitochondrial loci."
"Cryptic patterns of speciation in cryptic primates: microendemic mouse lemurs and the multispecies coalescent","https://scispace.com/paper/cryptic-patterns-of-speciation-in-cryptic-primates-2vr2onff84","2019","Posted Content","bioRxiv","Dominik Schüßler
Jordi Salmona
Marina B. Blanco
Jelmer W. Poelstra
George P. Tiley
Jean B Andriambeloson
Olivier Bouchez
C. Ryan Campbell
Paul D. Etter
Amaia Iribar
Paul A. Hohenlohe
Kelsie E. Hunnicutt
Eric A. Johnson
Peter A. Larsen
Jasmin Mantilla-Contreras
Sophie Manzi
Alexandra Miller
Blanchard Randrianambinina
David W. Rasolofoson
Amanda R. Stahlke
David W. Weisrock
Rachel C. Williams
Lounès Chikhi
Edward E. Louis
Anne D. Yoder
Ute Radespiel","10.1101/742361","https://academic.oup.com/sysbio/advance-article-pdf/doi/10.1093/sysbio/syaa053/36230419/syaa053.pdf","… We analyzed RADseq data with multispecies coalescent (MSC) species delimitation methods for two pairs of sister lineages that include three named species and an undescribed …","Species delimitation is ever more critical for assessing biodiversity in threatened regions of the world, with cryptic species and rapid radiations offering two of the greatest challenges, especially when they occur in conjunction. Mouse lemurs (Microcebus) are an example of a rapid, cryptic radiation and here we study five phylogenetic lineages that are found within a restricted geographic area in northeastern Madagascar. To delimit and characterize species diversity we utilize a conceptual framework based on the multispecies coalescent (MSC). Morphometric analyses reveal only minute phenotypic differences among lineages, thus confirming the cryptic nature of taxa. By analyzing genome-wide SNP data, we assess effective population sizes (Ne), divergence times, and patterns of gene flow to inform hypotheses of species delimitation in the context of geographic distribution, ecology and morphological distinction. Differences in Ne have a significant impact on MSC-based species delimitation, particularly with regard to the recently introduced genealogical divergence index (gdi). Lineages with low Ne pass the heuristic gdi test while high Ne lineages fail to delimit a previously recognized species pair. Further, we find that incorporating gene flow into the MSC can greatly affect divergence time estimates. Even so, we are confident that speciation occurred recently and rapidly in this cryptic radiation with reproductive isolation apparent from two areas where divergent lineages occur sympatrically. Finally, we conclude that a previously identified mitochondrial lineage warrants full species status, and provide a species description for this lineage, naming it M. jonahi. Alarmingly, analyses of both whole-genome and RADseq data show a precipitous decline in Ne in this newly described microendemic, thus indicating a high risk of extinction even in the moment of its recognition as a new species."
"Resolution of a concatenation/coalescence kerfuffle: partitioned coalescence support and a robust family‐level tree for Mammalia","https://scispace.com/paper/resolution-of-a-concatenation-coalescence-kerfuffle-6waf785kog","2017","Journal Article","Cladistics","John Gatesy
Robert W. Meredith
Jan E. Janecka
Mark P. Simmons
William J. Murphy
Mark S. Springer","10.1111/CLA.12170","https://www.bmb.colostate.edu/wp-content/uploads/sites/21/2018/10/Gatesy-et-al.-2017.pdf","… The optimal ASTRAL species tree was used to calculate partitioned support scores (next section). Next, 100 bootstrap pseudoreplicates were executed using bootstrapped gene trees …",""
"Modern phylogenomics: building phylogenetic trees using the multispecies coalescent model","https://scispace.com/paper/modern-phylogenomics-building-phylogenetic-trees-using-the-2mvx16znnx","2019","Book Chapter","Methods of Molecular Biology","Liang Liu
Christian N. Anderson
Dennis K. Pearl
Scott V. Edwards","10.1007/978-1-4939-9074-0_7","https://link.springer.com/content/pdf/10.1007/978-1-4939-9074-0_7.pdf","… Another attractive aspect of species tree methods and multispecies coalescent models is … in gene trees at various nodes in the mammal tree suggested broad applicability of the neutral …","The multispecies coalescent (MSC) model provides a compelling framework for building phylogenetic trees from multilocus DNA sequence data. The pure MSC is best thought of as a special case of so-called ""multispecies network coalescent"" models, in which gene flow is allowed among branches of the tree, whereas MSC methods assume there is no gene flow between diverging species. Early implementations of the MSC, such as ""parsimony"" or ""democratic vote"" approaches to combining information from multiple gene trees, as well as concatenation, in which DNA sequences from multiple gene trees are combined into a single ""supergene,"" were quickly shown to be inconsistent in some regions of tree space, in so far as they converged on the incorrect species tree as more gene trees and sequence data were accumulated. The anomaly zone, a region of tree space in which the most frequent gene tree is different from the species tree, is one such region where many so-called ""coalescent"" methods are inconsistent. Second-generation implementations of the MSC employed Bayesian or likelihood models; these are consistent in all regions of gene tree space, but Bayesian methods in particular are incapable of handling the large phylogenomic data sets currently available. Two-step methods, such as MP-EST and ASTRAL, in which gene trees are first estimated and then combined to estimate an overarching species tree, are currently popular in part because they can handle large phylogenomic data sets. These methods are consistent in the anomaly zone but can sometimes provide inappropriate measures of tree support or apportion error and signal in the data inappropriately. MP-EST in particular employs a likelihood model which can be conveniently manipulated to perform statistical tests of competing species trees, incorporating the likelihood of the collected gene trees on each species tree in a likelihood ratio test. Such tests provide a useful alternative to the multilocus bootstrap, which only indirectly tests the appropriateness of competing species trees. We illustrate these tests and implementations of the MSC with examples and suggest that MSC methods are a useful class of models effectively using information from multiple loci to build phylogenetic trees."
"Recent, intricate speciation in Amazonia uncovered by a multilayered genomic analysis of tree squirrels","https://scispace.com/paper/recent-intricate-speciation-in-amazonia-uncovered-by-a-4gvj908rxddi","2025","Journal Article","Systematic Biology","Edson Fiedler Abreu
Joyce Rodrigues do Prado
Jesús E Maldonado
Don E. Wilson
Alexandre R. Percequillo
Silvia E. Pavan","10.1093/sysbio/syaf013","https://academic.oup.com/sysbio/article-pdf/74/5/778/61945180/syaf013.pdf","… used SNAPP to estimate a species tree using … multispecies coalescent model in the software BPP (Yang 2015). To run species delimitation in BPP (analysis A10) a guide species tree is …",""
"Macrosystematics of eutherian mammals combining HTS data to expand taxon coverage","https://scispace.com/paper/macrosystematics-of-eutherian-mammals-combining-hts-data-to-4u562uoftr","2017","Journal Article","Molecular Phylogenetics and Evolution","Matías Feijoo
Andrés Parada","10.1016/J.YMPEV.2017.05.004","","… Globally, all coalescent-based (STAR, MP-EST and ASTRAL) and concatenated (IQ-TREE and BEAST2) methods used for species tree reconstruction were consistent to each other and …",""
